polygonName,polygonPoints,description,size,JSON
Morovnianska 24,18.753469;48.736503;428-18.753623;48.736438;427-18.753566;48.736379;427-18.753587;48.73637;427-18.753664;48.736455;427-18.753706;48.736501;427-18.753753;48.73658;427-18.753403;48.736625;427-18.753152;48.736656;428-18.753069;48.736681;429-18.752965;48.73658;430-18.75299;48.736564;429-18.752949;48.73652;430-18.753003;48.736504;429-18.752989;48.736477;429-18.75246;48.735929;429-18.752375;48.735961;429-18.752316;48.735895;429-18.752293;48.735869;428-18.752273;48.735833;428-18.752275;48.735797;428-18.752296;48.735778;428-18.752811;48.735665;425-18.752903;48.73569;424-18.753018;48.735806;424-18.752931;48.735843;425-18.752916;48.735828;426-18.752908;48.73583;426-18.752853;48.735773;425-18.752711;48.735832;427-18.752853;48.735981;427-18.752882;48.73597;427-18.753015;48.73611;428-18.753042;48.736099;427-18.753174;48.736239;427-18.753201;48.736229;427-18.753439;48.736474;427,,3807,"{ ""type"": ""Polygon"", ""coordinates"": [[ [18.753469,48.736503,428], [18.753623,48.736438,427], [18.753566,48.736379,427], [18.753587,48.73637,427], [18.753664,48.736455,427], [18.753706,48.736501,427], [18.753753,48.73658,427], [18.753403,48.736625,427], [18.753152,48.736656,428], [18.753069,48.736681,429], [18.752965,48.73658,430], [18.75299,48.736564,429], [18.752949,48.73652,430], [18.753003,48.736504,429], [18.752989,48.736477,429], [18.75246,48.735929,429], [18.752375,48.735961,429], [18.752316,48.735895,429], [18.752293,48.735869,428], [18.752273,48.735833,428], [18.752275,48.735797,428], [18.752296,48.735778,428], [18.752811,48.735665,425], [18.752903,48.73569,424], [18.753018,48.735806,424], [18.752931,48.735843,425], [18.752916,48.735828,426], [18.752908,48.73583,426], [18.752853,48.735773,425], [18.752711,48.735832,427], [18.752853,48.735981,427], [18.752882,48.73597,427], [18.753015,48.73611,428], [18.753042,48.736099,427], [18.753174,48.736239,427], [18.753201,48.736229,427], [18.753439,48.736474,427] ]]}"
Morovnianska 32,18.753034;48.735823;424-18.752956;48.735855;425-18.752947;48.735859;425-18.75294;48.735863;425-18.752987;48.735913;425-18.753013;48.735901;425-18.753068;48.735958;426-18.753076;48.735954;426-18.753091;48.73597;426-18.753154;48.735943;426-18.75317;48.735959;426-18.753099;48.735991;426-18.753147;48.736042;427-18.753176;48.73603;427-18.753228;48.736086;427-18.753239;48.736082;427-18.753253;48.736098;427-18.753262;48.736091;427-18.753292;48.73608;427-18.753309;48.736098;426-18.75328;48.73611;427-18.753263;48.736121;427-18.75331;48.736169;427-18.753349;48.736153;427-18.753404;48.736209;427-18.753412;48.736207;427-18.753427;48.736221;427-18.753432;48.736219;427-18.753449;48.736237;427-18.753436;48.736242;427-18.753535;48.736347;427-18.753543;48.736343;427-18.753557;48.736356;427-18.753565;48.736351;427-18.753563;48.736346;427-18.753534;48.736318;427-18.753394;48.73618;427-18.753241;48.736027;427-18.753086;48.735872;424-18.753042;48.735829;424,,260,"{ ""type"": ""Polygon"", ""coordinates"": [[ [18.753034,48.735823,424], [18.752956,48.735855,425], [18.752947,48.735859,425], [18.75294,48.735863,425], [18.752987,48.735913,425], [18.753013,48.735901,425], [18.753068,48.735958,426], [18.753076,48.735954,426], [18.753091,48.73597,426], [18.753154,48.735943,426], [18.75317,48.735959,426], [18.753099,48.735991,426], [18.753147,48.736042,427], [18.753176,48.73603,427], [18.753228,48.736086,427], [18.753239,48.736082,427], [18.753253,48.736098,427], [18.753262,48.736091,427], [18.753292,48.73608,427], [18.753309,48.736098,426], [18.75328,48.73611,427], [18.753263,48.736121,427], [18.75331,48.736169,427], [18.753349,48.736153,427], [18.753404,48.736209,427], [18.753412,48.736207,427], [18.753427,48.736221,427], [18.753432,48.736219,427], [18.753449,48.736237,427], [18.753436,48.736242,427], [18.753535,48.736347,427], [18.753543,48.736343,427], [18.753557,48.736356,427], [18.753565,48.736351,427], [18.753563,48.736346,427], [18.753534,48.736318,427], [18.753394,48.73618,427], [18.753241,48.736027,427], [18.753086,48.735872,424], [18.753042,48.735829,424] ]]}"
Morovnianska 3,18.754615;48.736568;422-18.75463;48.736704;422-18.754726;48.736696;422-18.75476;48.736907;421-18.754917;48.736895;419-18.754884;48.736689;419-18.754919;48.73668;419-18.75497;48.736815;419-18.755016;48.736905;418-18.755043;48.73693;418-18.755128;48.736993;417-18.75523;48.736891;417-18.755225;48.736884;417-18.755102;48.736896;418-18.75508;48.736834;418-18.755177;48.73682;417-18.755161;48.736793;417-18.755037;48.736813;418-18.755008;48.736758;418-18.755099;48.736742;417-18.755123;48.736788;418-18.755161;48.736776;417-18.755115;48.736687;417-18.755072;48.736694;417-18.75508;48.736717;417-18.754981;48.73673;419-18.754959;48.736668;419-18.755053;48.736654;417-18.755064;48.736682;417-18.755112;48.736666;417-18.755096;48.736616;417-18.75511;48.736585;417-18.75508;48.736528;418-18.754962;48.736547;419-18.754664;48.736563;422,,1093,"{ ""type"": ""Polygon"", ""coordinates"": [[ [18.754615,48.736568,422], [18.75463,48.736704,422], [18.754726,48.736696,422], [18.75476,48.736907,421], [18.754917,48.736895,419], [18.754884,48.736689,419], [18.754919,48.73668,419], [18.75497,48.736815,419], [18.755016,48.736905,418], [18.755043,48.73693,418], [18.755128,48.736993,417], [18.75523,48.736891,417], [18.755225,48.736884,417], [18.755102,48.736896,418], [18.75508,48.736834,418], [18.755177,48.73682,417], [18.755161,48.736793,417], [18.755037,48.736813,418], [18.755008,48.736758,418], [18.755099,48.736742,417], [18.755123,48.736788,418], [18.755161,48.736776,417], [18.755115,48.736687,417], [18.755072,48.736694,417], [18.75508,48.736717,417], [18.754981,48.73673,419], [18.754959,48.736668,419], [18.755053,48.736654,417], [18.755064,48.736682,417], [18.755112,48.736666,417], [18.755096,48.736616,417], [18.75511,48.736585,417], [18.75508,48.736528,418], [18.754962,48.736547,419], [18.754664,48.736563,422] ]]}"
Morovnianska 25,18.756945;48.735461;430-18.757087;48.73547;430-18.75731;48.735484;430-18.757407;48.735483;430-18.757495;48.73552;429-18.757573;48.735529;427-18.757616;48.735529;428-18.757659;48.735537;426-18.757736;48.735573;426-18.757779;48.735603;426-18.757606;48.735599;426-18.757607;48.735575;426-18.757342;48.735571;427-18.757336;48.735694;426-18.757392;48.735695;426-18.75739;48.735749;425-18.757326;48.73573;425-18.75727;48.7357;425-18.757076;48.735552;428-18.757025;48.735513;428-18.756962;48.735477;430-18.756939;48.735465;430,,643,"{ ""type"": ""Polygon"", ""coordinates"": [[ [18.756945,48.735461,430], [18.757087,48.73547,430], [18.75731,48.735484,430], [18.757407,48.735483,430], [18.757495,48.73552,429], [18.757573,48.735529,427], [18.757616,48.735529,428], [18.757659,48.735537,426], [18.757736,48.735573,426], [18.757779,48.735603,426], [18.757606,48.735599,426], [18.757607,48.735575,426], [18.757342,48.735571,427], [18.757336,48.735694,426], [18.757392,48.735695,426], [18.75739,48.735749,425], [18.757326,48.73573,425], [18.75727,48.7357,425], [18.757076,48.735552,428], [18.757025,48.735513,428], [18.756962,48.735477,430], [18.756939,48.735465,430] ]]}"
Morovnianska 12,18.754363;48.736554;423-18.754517;48.736489;422-18.754524;48.736489;422-18.754538;48.736558;422-18.754307;48.736582;423-18.754168;48.736582;424-18.753979;48.736574;425-18.753821;48.736574;426-18.753773;48.736485;427-18.753693;48.736389;426-18.753728;48.736413;427-18.753783;48.736476;427-18.753897;48.736432;426-18.753843;48.736369;425-18.75374;48.736407;426-18.753707;48.736386;426-18.753781;48.736355;426-18.753268;48.735842;423-18.753178;48.735878;424-18.753192;48.73587;424-18.753086;48.735764;423-18.753068;48.735768;424-18.75304;48.735741;424-18.753035;48.735733;424-18.753027;48.735688;424-18.753055;48.735659;424-18.753253;48.735676;422-18.753444;48.735692;422-18.753642;48.73569;421-18.753758;48.735692;421-18.753909;48.735844;421-18.753833;48.735879;422-18.753819;48.735886;422-18.753807;48.735872;422-18.753799;48.735875;422-18.753745;48.735819;421-18.753602;48.735878;423-18.753746;48.736028;423-18.753772;48.736018;423-18.753909;48.736156;424-18.753933;48.736145;424-18.754068;48.736286;423-18.754096;48.736275;423-18.754345;48.736535;423,,3350,"{ ""type"": ""Polygon"", ""coordinates"": [[ [18.754363,48.736554,423], [18.754517,48.736489,422], [18.754524,48.736489,422], [18.754538,48.736558,422], [18.754307,48.736582,423], [18.754168,48.736582,424], [18.753979,48.736574,425], [18.753821,48.736574,426], [18.753773,48.736485,427], [18.753693,48.736389,426], [18.753728,48.736413,427], [18.753783,48.736476,427], [18.753897,48.736432,426], [18.753843,48.736369,425], [18.75374,48.736407,426], [18.753707,48.736386,426], [18.753781,48.736355,426], [18.753268,48.735842,423], [18.753178,48.735878,424], [18.753192,48.73587,424], [18.753086,48.735764,423], [18.753068,48.735768,424], [18.75304,48.735741,424], [18.753035,48.735733,424], [18.753027,48.735688,424], [18.753055,48.735659,424], [18.753253,48.735676,422], [18.753444,48.735692,422], [18.753642,48.73569,421], [18.753758,48.735692,421], [18.753909,48.735844,421], [18.753833,48.735879,422], [18.753819,48.735886,422], [18.753807,48.735872,422], [18.753799,48.735875,422], [18.753745,48.735819,421], [18.753602,48.735878,423], [18.753746,48.736028,423], [18.753772,48.736018,423], [18.753909,48.736156,424], [18.753933,48.736145,424], [18.754068,48.736286,423], [18.754096,48.736275,423], [18.754345,48.736535,423] ]]}"
Morovnianska 10,18.754516;48.736489;422-18.754523;48.736488;422-18.754511;48.736443;422-18.754379;48.73631;422-18.75421;48.736143;423-18.754004;48.735938;422-18.75393;48.735864;421-18.75383;48.735908;422-18.753878;48.735958;422-18.753906;48.735948;422-18.753961;48.736004;423-18.753967;48.736001;423-18.75398;48.736014;423-18.753995;48.736008;423-18.754049;48.735984;423-18.754067;48.736003;423-18.753992;48.736037;423-18.75404;48.736086;423-18.754065;48.736076;423-18.754122;48.736132;423-18.75413;48.736129;423-18.754144;48.736143;423-18.754187;48.736123;423-18.754206;48.736142;423-18.754154;48.736165;423-18.754205;48.736218;423-18.754244;48.736203;423-18.754299;48.736259;423-18.754308;48.736255;422-18.754322;48.736269;423-18.754328;48.736266;423-18.754346;48.736282;423-18.75433;48.73629;423-18.754428;48.736395;423-18.754437;48.736392;423-18.754449;48.736405;423-18.754463;48.736399;423-18.754481;48.736417;423-18.754459;48.736426;423-18.754507;48.736476;422,,303,"{ ""type"": ""Polygon"", ""coordinates"": [[ [18.754516,48.736489,422], [18.754523,48.736488,422], [18.754511,48.736443,422], [18.754379,48.73631,422], [18.75421,48.736143,423], [18.754004,48.735938,422], [18.75393,48.735864,421], [18.75383,48.735908,422], [18.753878,48.735958,422], [18.753906,48.735948,422], [18.753961,48.736004,423], [18.753967,48.736001,423], [18.75398,48.736014,423], [18.753995,48.736008,423], [18.754049,48.735984,423], [18.754067,48.736003,423], [18.753992,48.736037,423], [18.75404,48.736086,423], [18.754065,48.736076,423], [18.754122,48.736132,423], [18.75413,48.736129,423], [18.754144,48.736143,423], [18.754187,48.736123,423], [18.754206,48.736142,423], [18.754154,48.736165,423], [18.754205,48.736218,423], [18.754244,48.736203,423], [18.754299,48.736259,423], [18.754308,48.736255,422], [18.754322,48.736269,423], [18.754328,48.736266,423], [18.754346,48.736282,423], [18.75433,48.73629,423], [18.754428,48.736395,423], [18.754437,48.736392,423], [18.754449,48.736405,423], [18.754463,48.736399,423], [18.754481,48.736417,423], [18.754459,48.736426,423], [18.754507,48.736476,422] ]]}"
Morovnianska 46,18.75226;48.736108;431-18.752308;48.73616;431-18.752337;48.736147;431-18.752392;48.736206;430-18.752398;48.736202;430-18.752413;48.736218;430-18.752425;48.736211;430-18.752492;48.736178;430-18.752511;48.736197;430-18.752443;48.736228;430-18.752423;48.736237;430-18.75247;48.736287;430-18.752498;48.736276;430-18.752552;48.736332;430-18.75256;48.73633;430-18.752574;48.736345;430-18.752588;48.73634;430-18.752627;48.736318;430-18.752646;48.736339;430-18.752583;48.736365;431-18.75263;48.736416;430-18.752671;48.736399;430-18.752726;48.736456;430-18.752734;48.736453;430-18.752746;48.736467;430-18.752763;48.736458;430-18.752781;48.736476;430-18.752763;48.736486;430-18.752757;48.73649;430-18.752855;48.736593;430-18.752864;48.736589;430-18.752877;48.736604;430-18.752897;48.736594;430-18.75271;48.736397;430-18.752458;48.736136;430-18.752378;48.736054;430-18.752283;48.7361;431,,361,"{ ""type"": ""Polygon"", ""coordinates"": [[ [18.75226,48.736108,431], [18.752308,48.73616,431], [18.752337,48.736147,431], [18.752392,48.736206,430], [18.752398,48.736202,430], [18.752413,48.736218,430], [18.752425,48.736211,430], [18.752492,48.736178,430], [18.752511,48.736197,430], [18.752443,48.736228,430], [18.752423,48.736237,430], [18.75247,48.736287,430], [18.752498,48.736276,430], [18.752552,48.736332,430], [18.75256,48.73633,430], [18.752574,48.736345,430], [18.752588,48.73634,430], [18.752627,48.736318,430], [18.752646,48.736339,430], [18.752583,48.736365,431], [18.75263,48.736416,430], [18.752671,48.736399,430], [18.752726,48.736456,430], [18.752734,48.736453,430], [18.752746,48.736467,430], [18.752763,48.736458,430], [18.752781,48.736476,430], [18.752763,48.736486,430], [18.752757,48.73649,430], [18.752855,48.736593,430], [18.752864,48.736589,430], [18.752877,48.736604,430], [18.752897,48.736594,430], [18.75271,48.736397,430], [18.752458,48.736136,430], [18.752378,48.736054,430], [18.752283,48.7361,431] ]]}"
Morovnianska 38,18.752251;48.736087;431-18.752264;48.736081;431-18.752359;48.736036;430-18.752252;48.735923;429-18.752232;48.735903;430-18.752177;48.735857;429-18.752139;48.735849;429-18.752102;48.735942;430-18.752055;48.736006;431-18.751971;48.736083;432-18.751892;48.736131;432-18.751831;48.73615;433-18.75178;48.736165;433-18.751759;48.736187;433-18.751765;48.736192;433-18.751778;48.736187;433-18.751891;48.736293;433-18.751894;48.736296;433-18.751961;48.736267;433-18.751967;48.73627;433-18.752419;48.736718;432-18.752426;48.736761;432-18.752372;48.736786;433-18.752367;48.736791;432-18.752419;48.736843;432-18.752441;48.736868;432-18.753001;48.736703;429-18.752919;48.736616;430-18.752893;48.736623;430-18.752886;48.736626;430-18.752945;48.736687;430-18.752788;48.736751;431-18.752524;48.736473;431-18.752496;48.736484;431-18.752364;48.736345;431-18.752335;48.736357;431-18.7522;48.736218;432-18.752175;48.736227;432-18.752033;48.73608;432-18.752175;48.73602;430-18.752229;48.736075;431-18.752237;48.736072;431,,2354,"{ ""type"": ""Polygon"", ""coordinates"": [[ [18.752251,48.736087,431], [18.752264,48.736081,431], [18.752359,48.736036,430], [18.752252,48.735923,429], [18.752232,48.735903,430], [18.752177,48.735857,429], [18.752139,48.735849,429], [18.752102,48.735942,430], [18.752055,48.736006,431], [18.751971,48.736083,432], [18.751892,48.736131,432], [18.751831,48.73615,433], [18.75178,48.736165,433], [18.751759,48.736187,433], [18.751765,48.736192,433], [18.751778,48.736187,433], [18.751891,48.736293,433], [18.751894,48.736296,433], [18.751961,48.736267,433], [18.751967,48.73627,433], [18.752419,48.736718,432], [18.752426,48.736761,432], [18.752372,48.736786,433], [18.752367,48.736791,432], [18.752419,48.736843,432], [18.752441,48.736868,432], [18.753001,48.736703,429], [18.752919,48.736616,430], [18.752893,48.736623,430], [18.752886,48.736626,430], [18.752945,48.736687,430], [18.752788,48.736751,431], [18.752524,48.736473,431], [18.752496,48.736484,431], [18.752364,48.736345,431], [18.752335,48.736357,431], [18.7522,48.736218,432], [18.752175,48.736227,432], [18.752033,48.73608,432], [18.752175,48.73602,430], [18.752229,48.736075,431], [18.752237,48.736072,431] ]]}"
Morovnianska 72,18.751494;48.736118;434-18.751437;48.736139;434-18.751384;48.736176;434-18.751362;48.736204;435-18.751354;48.736222;435-18.751386;48.73625;435-18.751528;48.736188;433-18.751584;48.736243;434-18.751591;48.73624;434-18.751604;48.736254;434-18.751701;48.736216;434-18.75172;48.736235;434-18.751616;48.736275;434-18.751666;48.736326;434-18.751693;48.736314;434-18.751749;48.736372;434-18.751756;48.736369;434-18.751769;48.736382;434-18.751838;48.736354;434-18.751858;48.736375;434-18.751779;48.736405;434-18.751827;48.736456;434-18.751854;48.736444;434-18.751909;48.736501;434-18.751916;48.736498;434-18.75193;48.736511;434-18.751978;48.736491;433-18.751998;48.73651;434-18.75194;48.736533;434-18.751988;48.736584;434-18.752029;48.736568;433-18.752082;48.736623;433-18.752091;48.73662;433-18.752102;48.736633;433-18.752116;48.736627;433-18.752136;48.736648;433-18.752112;48.736656;433-18.752213;48.736762;433-18.752222;48.736758;433-18.752234;48.73677;433-18.752252;48.736764;433-18.75227;48.736783;433-18.752244;48.736793;433-18.752302;48.736855;432-18.752333;48.736841;432-18.752128;48.736636;433-18.751918;48.736428;433-18.751726;48.736238;434-18.751624;48.73614;433-18.751601;48.736118;433-18.751541;48.736146;433-18.751514;48.73612;434,,539,"{ ""type"": ""Polygon"", ""coordinates"": [[ [18.751494,48.736118,434], [18.751437,48.736139,434], [18.751384,48.736176,434], [18.751362,48.736204,435], [18.751354,48.736222,435], [18.751386,48.73625,435], [18.751528,48.736188,433], [18.751584,48.736243,434], [18.751591,48.73624,434], [18.751604,48.736254,434], [18.751701,48.736216,434], [18.75172,48.736235,434], [18.751616,48.736275,434], [18.751666,48.736326,434], [18.751693,48.736314,434], [18.751749,48.736372,434], [18.751756,48.736369,434], [18.751769,48.736382,434], [18.751838,48.736354,434], [18.751858,48.736375,434], [18.751779,48.736405,434], [18.751827,48.736456,434], [18.751854,48.736444,434], [18.751909,48.736501,434], [18.751916,48.736498,434], [18.75193,48.736511,434], [18.751978,48.736491,433], [18.751998,48.73651,434], [18.75194,48.736533,434], [18.751988,48.736584,434], [18.752029,48.736568,433], [18.752082,48.736623,433], [18.752091,48.73662,433], [18.752102,48.736633,433], [18.752116,48.736627,433], [18.752136,48.736648,433], [18.752112,48.736656,433], [18.752213,48.736762,433], [18.752222,48.736758,433], [18.752234,48.73677,433], [18.752252,48.736764,433], [18.75227,48.736783,433], [18.752244,48.736793,433], [18.752302,48.736855,432], [18.752333,48.736841,432], [18.752128,48.736636,433], [18.751918,48.736428,433], [18.751726,48.736238,434], [18.751624,48.73614,433], [18.751601,48.736118,433], [18.751541,48.736146,433], [18.751514,48.73612,434] ]]}"
Morovnianska 51 -,18.753812;48.735058;428-18.753803;48.735049;428-18.753518;48.735201;427-18.753122;48.735408;425-18.753297;48.735547;424-18.753327;48.735547;424-18.753413;48.735501;423-18.753373;48.735466;425-18.753394;48.735454;425-18.753436;48.735488;425-18.753601;48.735398;425-18.753563;48.735365;425-18.753585;48.735354;425-18.753625;48.735385;425-18.753793;48.735292;425-18.753757;48.735263;425-18.753777;48.735253;425-18.753815;48.73528;425-18.75398;48.735189;425-18.753946;48.735162;425-18.753968;48.73515;426-18.754005;48.735177;425-18.754091;48.735129;426-18.754102;48.735088;426-18.754079;48.735036;427-18.754044;48.735101;426-18.75396;48.735144;426-18.753966;48.735148;426-18.753943;48.735161;425-18.753938;48.735156;426-18.753767;48.735246;425-18.753774;48.735251;425-18.753754;48.735261;425-18.753747;48.735256;425-18.753575;48.735346;425-18.753581;48.735353;425-18.753561;48.735363;425-18.753555;48.735358;425-18.753382;48.735448;425-18.753392;48.735452;425-18.75337;48.735465;425-18.753362;48.735457;425-18.753269;48.735508;424-18.753154;48.735413;425-18.753226;48.735375;427-18.753222;48.735371;427-18.753233;48.735364;427-18.753223;48.735356;427-18.753237;48.73535;427-18.753245;48.735358;427-18.753263;48.735349;426-18.75327;48.735353;426-18.753418;48.735274;427-18.753412;48.735269;427-18.753423;48.735264;427-18.753413;48.735258;427-18.753431;48.735248;427-18.753441;48.735254;427-18.753454;48.735247;427-18.753461;48.735252;427-18.753611;48.735173;427-18.753606;48.735167;427-18.753617;48.735161;427-18.753609;48.735155;427-18.753627;48.735145;427-18.753636;48.735151;427-18.753648;48.735145;427-18.753655;48.73515;427-18.753803;48.735071;427-18.753797;48.735066;427,,504,"{ ""type"": ""Polygon"", ""coordinates"": [[ [18.753812,48.735058,428], [18.753803,48.735049,428], [18.753518,48.735201,427], [18.753122,48.735408,425], [18.753297,48.735547,424], [18.753327,48.735547,424], [18.753413,48.735501,423], [18.753373,48.735466,425], [18.753394,48.735454,425], [18.753436,48.735488,425], [18.753601,48.735398,425], [18.753563,48.735365,425], [18.753585,48.735354,425], [18.753625,48.735385,425], [18.753793,48.735292,425], [18.753757,48.735263,425], [18.753777,48.735253,425], [18.753815,48.73528,425], [18.75398,48.735189,425], [18.753946,48.735162,425], [18.753968,48.73515,426], [18.754005,48.735177,425], [18.754091,48.735129,426], [18.754102,48.735088,426], [18.754079,48.735036,427], [18.754044,48.735101,426], [18.75396,48.735144,426], [18.753966,48.735148,426], [18.753943,48.735161,425], [18.753938,48.735156,426], [18.753767,48.735246,425], [18.753774,48.735251,425], [18.753754,48.735261,425], [18.753747,48.735256,425], [18.753575,48.735346,425], [18.753581,48.735353,425], [18.753561,48.735363,425], [18.753555,48.735358,425], [18.753382,48.735448,425], [18.753392,48.735452,425], [18.75337,48.735465,425], [18.753362,48.735457,425], [18.753269,48.735508,424], [18.753154,48.735413,425], [18.753226,48.735375,427], [18.753222,48.735371,427], [18.753233,48.735364,427], [18.753223,48.735356,427], [18.753237,48.73535,427], [18.753245,48.735358,427], [18.753263,48.735349,426], [18.75327,48.735353,426], [18.753418,48.735274,427], [18.753412,48.735269,427], [18.753423,48.735264,427], [18.753413,48.735258,427], [18.753431,48.735248,427], [18.753441,48.735254,427], [18.753454,48.735247,427], [18.753461,48.735252,427], [18.753611,48.735173,427], [18.753606,48.735167,427], [18.753617,48.735161,427], [18.753609,48.735155,427], [18.753627,48.735145,427], [18.753636,48.735151,427], [18.753648,48.735145,427], [18.753655,48.73515,427], [18.753803,48.735071,427], [18.753797,48.735066,427] ]]}"
